provider_id
124412
134225
116522
118403
134320
119020
124570
119608
137272
116047
124571
137270
160709
137293
137256
117177
131743
123786
142927
118516
118520
119130
127815
119754
124413
134400
130428
123267
122431
153510
454915
116063
116477
116509
137277
151477
336190
464480
165713
120071
150971
116591
334474
486991
134982
122686
5555949
140547
121848
134290
122500
147757
130983
124744
151598
550639
117615
502978
123739
119687
118521
154861
138391
125457
484117
120025
118844
174714
137802
139117
5553785
5553399
177127
448595
179586
135016
476520
481871
562883
127297
123445
119753
464532
137263
501772
120259
132447
546311
147764
848459
1153644
120027
134981
121725
122491
154804
120734
123670
502133
123323
157551
5642048
120264
147455
131608
5642043
544678
132816
1144073
154416
116469
124094
136697
165134
118442
118393
159834
159969
180300
182369
163137
174421
159409
158917
173781
167807
502767
181639
146694
124960
1161454
465392
136335
122144
475747
475746
159702
124241
475748
1140561
849220
464330
123828
176919
158039
124147
487033
545895
544596
550164
546099
545962
120740
124569
142951
455083
116057
133542
133541
133539
157555
157554
116056
116055
116054
454087
151022
1140480
475716
475715
475714
475713
475712
475711
475710
131714
121868
120216
334468
120239
120247
134853
127981
127774
484353
484573
740495
136623
1014635
174678
153508
465321
169895
